LN	WLV-ID	LWK-RLP (Lagennr.)	DWI (Reg.Nr.)	Weinlagen (ID)	Status	Typ	Gebiet	Bereich	Leitgemeinde	Wikidata-ID (Leitgemeinde)	Gemarkung	Großlage	Wikidata-ID (Großlage)	Ort	Wikidata-ID (Ort)	Einzellage	Wikidata-ID (Einzellage)	Rebfläche (DWI, 2006)	Rebfläche (LWK-RLP, 2020)	über NN (DWI)	Neigung (DWI)	Exposition (DWI)	Boden (DWI)	DWI-2006	LWK-RLP-2020	Weinlagen-2022	DFWS-2022
953	wlv-h00462	keine	keine		Altlage		Mosel							Olkenbach		Niederberg								0	0	0	1
954	wlv-h00463	keine	keine		Altlage		Mosel							Osann		Hofberg								0	0	0	1
955	wlv-h00464	keine	keine		Altlage		Mosel							Ottbergen		Kaisergarten								0	0	0	1
956	wlv-h00465	keine	keine		Altlage		Mosel							Pellingen		Jesuitenhofberg								0	0	0	1
957	wlv-h00466	keine	keine		Altlage		Mosel							Perl		Kräuterwingert								0	0	0	1
958	wlv-h00467	keine	keine		Altlage		Mosel							Piesport		Berg								0	0	0	1
959	wlv-h00468	keine	keine		Altlage		Mosel							Piesport		Dompichter								0	0	0	1
960	wlv-h00469	keine	keine		Altlage		Mosel							Piesport		Goldtröpfchen-Lay								0	0	0	1
961	wlv-h00470	keine	keine		Altlage		Mosel							Piesport		Goldtröpfchen-Treppchen								0	0	0	1
962	wlv-h00471	keine	keine		Altlage		Mosel							Piesport		Hohlweid								0	0	0	1
963	wlv-h00472	keine	keine		Altlage		Mosel							Piesport		Kirchenpfad								0	0	0	1
964	wlv-h00473	keine	keine		Altlage		Mosel							Piesport		Klosterkrone								0	0	0	1
965	wlv-h00474	keine	keine		Altlage		Mosel							Piesport		Lay								0	0	0	1
966	wlv-h00475	keine	keine		Altlage		Mosel							Piesport		Lay								0	0	0	1
967	wlv-h00476	keine	keine		Altlage		Mosel							Piesport		Pichter								0	0	0	1
968	wlv-h00477	keine	keine		Altlage		Mosel							Piesport		Pichter-Treppchen								0	0	0	1
969	wlv-h00478	keine	keine		Altlage		Mosel							Piesport		Schubertslay im Goldtröpfchen								0	0	0	1
970	wlv-h00479	keine	keine		Altlage		Mosel							Piesport		Standel								0	0	0	1
971	wlv-h00480	keine	keine		Altlage		Mosel							Piesport		Taubengarten								0	0	0	1
972	wlv-h00481	keine	keine		Altlage		Mosel							Piesport		vor dem Berg								0	0	0	1
973	wlv-h00482	keine	keine		Altlage		Mosel							Piesport		Wehr/Weer								0	0	0	1
974	wlv-h00483	keine	keine		Altlage		Mosel							Platten		Grube								0	0	0	1
975	wlv-h00484	keine	keine		Altlage		Mosel							Platten		Neuberg								0	0	0	1
976	wlv-h00485	keine	keine		Altlage		Mosel							Poltersdorf		Rüberberg								0	0	0	1
977	wlv-h00486	keine	keine		Altlage		Mosel							Pommern		Berg								0	0	0	1
978	wlv-h00487	keine	keine		Altlage		Mosel							Pommern		Greismund								0	0	0	1
979	wlv-h00488	keine	keine		Altlage		Mosel							Pommern		Kapellenberg								0	0	0	1
980	wlv-h00489	keine	keine		Altlage		Mosel							Pommern		Kern								0	0	0	1
981	wlv-h00490	keine	keine		Altlage		Mosel							Pommern		Marsberg								0	0	0	1
982	wlv-h00491	keine	keine		Altlage		Mosel							Pommern		Marslay								0	0	0	1
983	wlv-h00492	keine	keine		Altlage		Mosel							Pünderich		Auf dem Staden								0	0	0	1
984	wlv-h00493	keine	keine		Altlage		Mosel							Pünderich		Dörnchesweg								0	0	0	1
985	wlv-h00494	keine	keine		Altlage		Mosel							Pünderich		Fahrlay								0	0	0	1
986	wlv-h00495	keine	keine		Altlage		Mosel							Pünderich		Falkenlay								0	0	0	1
987	wlv-h00496	keine	keine		Altlage		Mosel							Pünderich		Marienburg-Fahrlay								0	0	0	1
988	wlv-h00497	keine	keine		Altlage		Mosel							Pünderich		Marienburg-Treppchen								0	0	0	1
989	wlv-h00498	keine	keine		Altlage		Mosel							Pünderich		Petersberg								0	0	0	1
990	wlv-h00499	keine	keine		Altlage		Mosel							Pünderich		Rosengarten								0	0	0	1
991	wlv-h00500	keine	keine		Altlage		Mosel							Ralingen		Herrenwingert								0	0	0	1
992	wlv-h00501	keine	keine		Altlage		Mosel							Rehlingen		Haarberg								0	0	0	1
993	wlv-h00502	keine	keine		Altlage		Mosel							Rehlingen		Kleinberg								0	0	0	1
994	wlv-h00503	keine	keine		Altlage		Mosel							Reil		Berg								0	0	0	1
995	wlv-h00504	keine	keine		Altlage		Mosel							Reil		Falkenberg								0	0	0	1
996	wlv-h00505	keine	keine		Altlage		Mosel							Reil		Feldgarten								0	0	0	1
997	wlv-h00506	keine	keine		Altlage		Mosel							Reil		Goldberg								0	0	0	1
998	wlv-h00507	keine	keine		Altlage		Mosel							Reil		Goldlay-Hufeisen								0	0	0	1
999	wlv-h00508	keine	keine		Altlage		Mosel							Reil		Goldlay-Reilkirch								0	0	0	1
1000	wlv-h00509	keine	keine		Altlage		Mosel							Reil		Gräfinstück								0	0	0	1
1001	wlv-h00510	keine	keine		Altlage		Mosel							Reil		Heißenstein								0	0	0	1
1002	wlv-h00511	keine	keine		Altlage		Mosel							Reil		Kirchenstück								0	0	0	1
1003	wlv-h00512	keine	keine		Altlage		Mosel							Reil		Klostergut Ringelsteiner								0	0	0	1
1004	wlv-h00513	keine	keine		Altlage		Mosel							Reil		Mullay-Pfefferberg								0	0	0	1
1005	wlv-h00514	keine	keine		Altlage		Mosel							Reil		Pfarrgarten								0	0	0	1
1006	wlv-h00515	keine	keine		Altlage		Mosel							Reil		Pfefferberg								0	0	0	1
1007	wlv-h00516	keine	keine		Altlage		Mosel							Reil		Sorentberger Königsgrab								0	0	0	1
1008	wlv-h00517	keine	keine		Altlage		Mosel							Reil		Sorentberger Schiefer								0	0	0	1
1009	wlv-h00518	keine	keine		Altlage		Mosel							Reil		Staden								0	0	0	1
1010	wlv-h00519	keine	keine		Altlage		Mosel							Reil		Weingrube								0	0	0	1
1011	wlv-h00520	keine	keine		Altlage		Mosel							Riol		Schildkopf								0	0	0	1
1012	wlv-h00521	keine	keine		Altlage		Mosel							Rivenich		Ritsch								0	0	0	1
1013	wlv-h00522	keine	keine		Altlage		Mosel							Roden		Westwall								0	0	0	1
1014	wlv-h00523	keine	keine		Altlage		Mosel							Ruwer		Maximiner Herrenberg								0	0	0	1
1015	wlv-h00524	keine	keine		Altlage		Mosel							Ruwer		Maximiner Kupp								0	0	0	1
1016	wlv-h00525	keine	keine		Altlage		Mosel							Ruwer		Maximiner Neuenberg								0	0	0	1
1017	wlv-h00526	keine	keine		Altlage		Mosel							Ruwer		Maximiner Treppchen								0	0	0	1
1018	wlv-h00527	keine	keine		Altlage		Mosel							Ruwer		Maximinerberg								0	0	0	1
1019	wlv-h00528	keine	keine		Altlage		Mosel							Ruwer		Pauliner								0	0	0	1
1020	wlv-h00529	keine	keine		Altlage		Mosel							Saarbrücken		über den Deutschmühlen								0	0	0	1
1021	wlv-h00530	keine	keine		Altlage		Mosel							Saarburg		Layenkaul								0	0	0	1
1022	wlv-h00531	keine	keine		Altlage		Mosel							Saarburg		Mühlberg								0	0	0	1
1023	wlv-h00532	keine	keine		Altlage		Mosel							Saarburg		Vogelsang								0	0	0	1
1024	wlv-h00533	keine	keine		Altlage		Mosel							Saarburg-Beurig		Hubertusberg								0	0	0	1
1025	wlv-h00534	keine	keine		Altlage		Mosel							Schoden		Kreuzberg								0	0	0	1
1026	wlv-h00535	keine	keine		Altlage		Mosel							Schweich		Hasenpfad								0	0	0	1
1027	wlv-h00536	keine	keine		Altlage		Mosel							Schweich		Königsberg								0	0	0	1
1028	wlv-h00537	keine	keine		Altlage		Mosel							Senheim		Goldgrube								0	0	0	1
1029	wlv-h00538	keine	keine		Altlage		Mosel							Senheim		Kuckuckslay								0	0	0	1
1030	wlv-h00539	keine	keine		Altlage		Mosel							Senheim		Rüberberger Frauenberg								0	0	0	1
1031	wlv-h00540	keine	keine		Altlage		Mosel							Senheim		Schwarzberg								0	0	0	1
1032	wlv-h00541	keine	keine		Altlage		Mosel							Senheim		Schwarzlay								0	0	0	1
1033	wlv-h00542	keine	keine		Altlage		Mosel							Serrig		Antoniusberg-Pfarrgarten								0	0	0	1
1034	wlv-h00543	keine	keine		Altlage		Mosel							Serrig		Herrenberg-Würtzberg								0	0	0	1
1035	wlv-h00544	keine	keine		Altlage		Mosel							Serrig		Herrenberg-Würtzgarten								0	0	0	1
1036	wlv-h00545	keine	keine		Altlage		Mosel							Serrig		Hindenburglay								0	0	0	1
1037	wlv-h00546	keine	keine		Altlage		Mosel							Serrig		Hirtzberg								0	0	0	1
1038	wlv-h00547	keine	keine		Altlage		Mosel							Serrig		Saarsteiner Kirchenpfad								0	0	0	1
1039	wlv-h00548	keine	keine		Altlage		Mosel							Serrig		Saarsteiner Schloßberg								0	0	0	1
1040	wlv-h00549	keine	keine		Altlage		Mosel							Serrig		Schloß Marienlay								0	0	0	1
1041	wlv-h00550	keine	keine		Altlage		Mosel							Serrig		Schloß Marienlayer Bildstock								0	0	0	1
1042	wlv-h00551	keine	keine		Altlage		Mosel							Serrig		Schloß Marienlayer Königskrone								0	0	0	1
1043	wlv-h00552	keine	keine		Altlage		Mosel							Serrig		Schloß Saarfelser Vogelsang								0	0	0	1
1044	wlv-h00553	keine	keine		Altlage		Mosel							Serrig		Walzlay								0	0	0	1
1045	wlv-h00554	keine	keine		Altlage		Mosel							Serrig		Wingertsheck								0	0	0	1
1046	wlv-h00555	keine	keine		Altlage		Mosel							Sommerau		Burggraben								0	0	0	1
1047	wlv-h00556	keine	keine		Altlage		Mosel							St. Aldegund		Eigenberg								0	0	0	1
1048	wlv-h00557	keine	keine		Altlage		Mosel							St. Aldegund		Hangelberg								0	0	0	1
1049	wlv-h00558	keine	keine		Altlage		Mosel							St. Aldegund		Höttlay								0	0	0	1
1050	wlv-h00559	keine	keine		Altlage		Mosel							St. Aldegund		Kammer								0	0	0	1
1051	wlv-h00560	keine	keine		Altlage		Mosel							St. Aldegund		Königsstück								0	0	0	1
1052	wlv-h00561	keine	keine		Altlage		Mosel							St. Aldegund		Lay								0	0	0	1
1053	wlv-h00562	keine	keine		Altlage		Mosel							St. Aldegund		Mönchstrunk								0	0	0	1
1054	wlv-h00563	keine	keine		Altlage		Mosel							St. Aldegund		Rosenberg								0	0	0	1
1055	wlv-h00564	keine	keine		Altlage		Mosel							Starkenburg		Unterburg								0	0	0	1
1056	wlv-h00565	keine	keine		Altlage		Mosel							Tawern		Felsberg								0	0	0	1
1057	wlv-h00566	keine	keine		Altlage		Mosel							Temmels		Altenberg								0	0	0	1
1058	wlv-h00567	keine	keine		Altlage		Mosel							Thörnich		Lay								0	0	0	1
1059	wlv-h00568	keine	keine		Altlage		Mosel							Thörnich		Würzberg								0	0	0	1
1060	wlv-h00569	keine	keine		Altlage		Mosel							Traben		Backhaus								0	0	0	1
1061	wlv-h00570	keine	keine		Altlage		Mosel							Traben		Bergpächter								0	0	0	1
1062	wlv-h00571	keine	keine		Altlage		Mosel							Traben		Geyerslay								0	0	0	1
1063	wlv-h00572	keine	keine		Altlage		Mosel							Traben		Hofberg								0	0	0	1
1064	wlv-h00573	keine	keine		Altlage		Mosel							Traben		Kräuterhaus								0	0	0	1
1065	wlv-h00574	keine	keine		Altlage		Mosel							Traben		Kräuterhaus Brünnchen								0	0	0	1
1066	wlv-h00575	keine	keine		Altlage		Mosel							Traben		Kräuterhaus Kreuz								0	0	0	1
1067	wlv-h00576	keine	keine		Altlage		Mosel							Traben		Kräuterhaus Pfarrgarten								0	0	0	1
1068	wlv-h00577	keine	keine		Altlage		Mosel							Traben		Kräuterhaus-Steinbach								0	0	0	1
1069	wlv-h00578	keine	keine		Altlage		Mosel							Traben		Lausa Zollturm								0	0	0	1
1070	wlv-h00579	keine	keine		Altlage		Mosel							Traben		Pfarrgarten Blenter								0	0	0	1
1071	wlv-h00580	keine	keine		Altlage		Mosel							Traben		Priewingert								0	0	0	1
1072	wlv-h00581	keine	keine		Altlage		Mosel							Traben		Rißbacher Backhaus								0	0	0	1
1073	wlv-h00582	keine	keine		Altlage		Mosel							Traben		Schönebock								0	0	0	1
1074	wlv-h00583	keine	keine		Altlage		Mosel							Traben		Taubenhaus								0	0	0	1
1075	wlv-h00584	keine	keine		Altlage		Mosel							Traben		Unterburg								0	0	0	1
1076	wlv-h00585	keine	keine		Altlage		Mosel							Traben		Unterburger Gaispfad								0	0	0	1
1077	wlv-h00586	keine	keine		Altlage		Mosel							Traben		Weingarten Bestlaychen								0	0	0	1
1078	wlv-h00587	keine	keine		Altlage		Mosel							Traben		Würzgarten								0	0	0	1
1079	wlv-h00588	keine	keine		Altlage		Mosel							Traben		Würzgarten Bergpichter								0	0	0	1
1080	wlv-h00589	keine	keine		Altlage		Mosel							Traben		Würzgarten Bestlay								0	0	0	1
1081	wlv-h00590	keine	keine		Altlage		Mosel							Traben		Würzgarten Rickelsberg								0	0	0	1
1082	wlv-h00591	keine	keine		Altlage		Mosel							Traben		Zollhaus								0	0	0	1
1083	wlv-h00592	keine	keine		Altlage		Mosel							Traben		Zollturm								0	0	0	1
1084	wlv-h00593	keine	keine		Altlage		Mosel							Traben Rißbach		Rickelsberg								0	0	0	1
1085	wlv-h00594	keine	keine		Altlage		Mosel							Traben-Trarbach		Hofberg								0	0	0	1
1086	wlv-h00595	keine	keine		Altlage		Mosel							Traben-Trarbach		Klösterle								0	0	0	1
1087	wlv-h00596	keine	keine		Altlage		Mosel							Traben-Trarbach		Kräuterhaus Pfarrgarten								0	0	0	1
1088	wlv-h00597	keine	keine		Altlage		Mosel							Traben-Trarbach		Kreuzberg-Münchenroth								0	0	0	1
1089	wlv-h00598	keine	keine		Altlage		Mosel							Traben-Trarbach		Liebeskummer								0	0	0	1
1090	wlv-h00599	keine	keine		Altlage		Mosel							Traben-Trarbach		Neuberg								0	0	0	1
1091	wlv-h00600	keine	keine		Altlage		Mosel							Traben-Trarbach		Pfarrgarten								0	0	0	1
1092	wlv-h00601	keine	keine		Altlage		Mosel							Traben-Trarbach		Rißbacher								0	0	0	1
1093	wlv-h00602	keine	keine		Altlage		Mosel							Traben-Trarbach		Schloßberg Lampher								0	0	0	1
1094	wlv-h00603	keine	keine		Altlage		Mosel							Traben-Trarbach		Ungsberg Pfarrwingert								0	0	0	1
1095	wlv-h00604	keine	keine		Altlage		Mosel							Traben-Trarbach		Würzgarten-Geierslay								0	0	0	1
1096	wlv-h00605	keine	keine		Altlage		Mosel							Trarbach		Am Graacher Pfad								0	0	0	1
1097	wlv-h00606	keine	keine		Altlage		Mosel							Trarbach		Halsberg								0	0	0	1
1098	wlv-h00607	keine	keine		Altlage		Mosel							Trarbach		Herbstberg								0	0	0	1
1099	wlv-h00608	keine	keine		Altlage		Mosel							Trarbach		Karlsberg								0	0	0	1
1100	wlv-h00609	keine	keine		Altlage		Mosel							Trarbach		Kästel-Halsberg								0	0	0	1
1101	wlv-h00610	keine	keine		Altlage		Mosel							Trarbach		Klösterle								0	0	0	1
1102	wlv-h00611	keine	keine		Altlage		Mosel							Trarbach		Kreuz								0	0	0	1
1103	wlv-h00612	keine	keine		Altlage		Mosel							Trarbach		Kreuzberg-Münchroth								0	0	0	1
1104	wlv-h00613	keine	keine		Altlage		Mosel							Trarbach		Lacherküppchen								0	0	0	1
1105	wlv-h00614	keine	keine		Altlage		Mosel							Trarbach		Münchenroth								0	0	0	1
1106	wlv-h00615	keine	keine		Altlage		Mosel							Trarbach		Schloßberg-Felschen								0	0	0	1
1107	wlv-h00616	keine	keine		Altlage		Mosel							Trarbach		Schloßberg-Lampher								0	0	0	1
1108	wlv-h00617	keine	keine		Altlage		Mosel							Trarbach		Schloßberg-Schloßgraben								0	0	0	1
1109	wlv-h00618	keine	keine		Altlage		Mosel							Trarbach		Weg								0	0	0	1
1110	wlv-h00619	keine	keine		Altlage		Mosel							Treis		Castel								0	0	0	1
1111	wlv-h00620	keine	keine		Altlage		Mosel							Treis		Elslay								0	0	0	1
1112	wlv-h00621	keine	keine		Altlage		Mosel							Treis		Gretchen								0	0	0	1
1113	wlv-h00622	keine	keine		Altlage		Mosel							Treis		Sonnenberg								0	0	0	1
1114	wlv-h00623	keine	keine		Altlage		Mosel							Trier		Augenscheiner Stübchen								0	0	0	1
1115	wlv-h00624	keine	keine		Altlage		Mosel							Trier		Augenscheiner Treppchen								0	0	0	1
1116	wlv-h00625	keine	keine		Altlage		Mosel							Trier		Jesuiten-Kreuzgarten								0	0	0	1
1117	wlv-h00626	keine	keine		Altlage		Mosel							Trier		Kreuzberg								0	0	0	1
1118	wlv-h00627	keine	keine		Altlage		Mosel							Trier		Neuberg								0	0	0	1
1119	wlv-h00628	keine	keine		Altlage		Mosel							Trier		Niesgen								0	0	0	1
1120	wlv-h00629	keine	keine		Altlage		Mosel							Trier		Römerberg								0	0	0	1
1121	wlv-h00630	keine	keine		Altlage		Mosel							Trier		St. Maximiner Pichter								0	0	0	1
1122	wlv-h00631	keine	keine		Altlage		Mosel							Trier		Thiergarten								0	0	0	1
1123	wlv-h00632	keine	keine		Altlage		Mosel							Trier		Thiergarten Hofberg								0	0	0	1
1124	wlv-h00633	keine	keine		Altlage		Mosel							Trittenheim		(Im) Neuberg								0	0	0	1
1125	wlv-h00634	keine	keine		Altlage		Mosel							Trittenheim		(St.) Laurentiusberg								0	0	0	1
1126	wlv-h00635	keine	keine		Altlage		Mosel							Trittenheim		Clemensberg								0	0	0	1
1127	wlv-h00636	keine	keine		Altlage		Mosel							Trittenheim		Fahrfels								0	0	0	1
1128	wlv-h00637	keine	keine		Altlage		Mosel							Trittenheim		Falkenberg								0	0	0	1
1129	wlv-h00638	keine	keine		Altlage		Mosel							Trittenheim		Jungheld								0	0	0	1
1130	wlv-h00639	keine	keine		Altlage		Mosel							Trittenheim		Layenberg								0	0	0	1
1131	wlv-h00640	keine	keine		Altlage		Mosel							Trittenheim		Neuberg								0	0	0	1
1132	wlv-h00641	keine	keine		Altlage		Mosel							Trittenheim		Olk								0	0	0	1
1133	wlv-h00642	keine	keine		Altlage		Mosel							Trittenheim		Sonnteil								0	0	0	1
1134	wlv-h00643	keine	keine		Altlage		Mosel							Trittenheim		Weierbach								0	0	0	1
1135	wlv-h00644	keine	keine		Altlage		Mosel							Trittenheim		Zwergfeld								0	0	0	1
1136	wlv-h00645	keine	keine		Altlage		Mosel							Unterstarkenburg		Zollturm								0	0	0	1
1137	wlv-h00646	keine	keine		Altlage		Mosel							Ürzig		Berg								0	0	0	1
1138	wlv-h00647	keine	keine		Altlage		Mosel							Ürzig		Ma(r)xberg								0	0	0	1
1139	wlv-h00648	keine	keine		Altlage		Mosel							Ürzig		Oberberg-Blümchen								0	0	0	1
1140	wlv-h00649	keine	keine		Altlage		Mosel							Ürzig		Schwarzberg								0	0	0	1
1141	wlv-h00650	keine	keine		Altlage		Mosel							Ürzig		Treppchen								0	0	0	1
1142	wlv-h00651	keine	keine		Altlage		Mosel							Ürzig		Urglück								0	0	0	1
1143	wlv-h00652	keine	keine		Altlage		Mosel							Ürzig		Würzgarten-Altar								0	0	0	1
1144	wlv-h00653	keine	keine		Altlage		Mosel							Ürzig		Würzgarten-Kranklay								0	0	0	1
1145	wlv-h00654	keine	keine		Altlage		Mosel							Ürzig		Würzgarten-Sonnenuhr								0	0	0	1
1146	wlv-h00655	keine	keine		Altlage		Mosel							Valwig		Hahnenberg								0	0	0	1
1147	wlv-h00656	keine	keine		Altlage		Mosel							Valwig		Sonnenhofberg								0	0	0	1
1148	wlv-h00657	keine	keine		Altlage		Mosel							Valwig		Teilberg								0	0	0	1
1149	wlv-h00658	keine	keine		Altlage		Mosel							Valwig		Valwigberger Herrenberg								0	0	0	1
1150	wlv-h00659	keine	keine		Altlage		Mosel							Valwig		Valwigsberger Lay								0	0	0	1
1151	wlv-h00660	keine	keine		Altlage		Mosel							Veldenz		Geisberg								0	0	0	1
1152	wlv-h00661	keine	keine		Altlage		Mosel							Veldenz		Hammer								0	0	0	1
1153	wlv-h00662	keine	keine		Altlage		Mosel							Veldenz		Helenenberg								0	0	0	1
1154	wlv-h00663	keine	keine		Altlage		Mosel							Veldenz		Neuberg								0	0	0	1
1155	wlv-h00664	keine	keine		Altlage		Mosel							Veldenz		Schloßberg								0	0	0	1
1156	wlv-h00665	keine	keine		Altlage		Mosel							Veldenz		Steinberg								0	0	0	1
1157	wlv-h00666	keine	keine		Altlage		Mosel							Waldrach		Almos								0	0	0	1
1158	wlv-h00667	keine	keine		Altlage		Mosel							Waldrach		Fuchssprung								0	0	0	1
1159	wlv-h00668	keine	keine		Altlage		Mosel							Waldrach		Gracherberg								0	0	0	1
1160	wlv-h00669	keine	keine		Altlage		Mosel							Waldrach		Hahnenberg								0	0	0	1
1161	wlv-h00670	keine	keine		Altlage		Mosel							Waldrach		Hauptberg								0	0	0	1
1162	wlv-h00671	keine	keine		Altlage		Mosel							Waldrach		Heidenkopf								0	0	0	1
1163	wlv-h00672	keine	keine		Altlage		Mosel							Waldrach		Heiligenhäuschen im Fallet								0	0	0	1
1164	wlv-h00673	keine	keine		Altlage		Mosel							Waldrach		Königskrone								0	0	0	1
1165	wlv-h00674	keine	keine		Altlage		Mosel							Waldrach		Scheiterberg								0	0	0	1
1166	wlv-h00675	keine	keine		Altlage		Mosel							Waldrach		Schloß Marienlay								0	0	0	1
1167	wlv-h00676	keine	keine		Altlage		Mosel							Waldrach		Schloß Marienlayer Königskrone								0	0	0	1
1168	wlv-h00677	keine	keine		Altlage		Mosel							Waldrach		Wingert (Großen und langen)								0	0	0	1
1169	wlv-h00678	keine	keine		Altlage		Mosel							Wasserbillig		Bocksberg								0	0	0	1
1170	wlv-h00679	keine	keine		Altlage		Mosel							Wasserbillig		Boxberg								0	0	0	1
1171	wlv-h00680	keine	keine		Altlage		Mosel							Wehlen		Feinter								0	0	0	1
1172	wlv-h00681	keine	keine		Altlage		Mosel							Wehlen		Kleinberg								0	0	0	1
1173	wlv-h00682	keine	keine		Altlage		Mosel							Wehlen		Klosterhofgut Machern								0	0	0	1
1174	wlv-h00683	keine	keine		Altlage		Mosel							Wehlen		Klosterlay								0	0	0	1
1175	wlv-h00684	keine	keine		Altlage		Mosel							Wehlen		Lammertslay								0	0	0	1
1176	wlv-h00685	keine	keine		Altlage		Mosel							Wehlen		Lay								0	0	0	1
1177	wlv-h00686	keine	keine		Altlage		Mosel							Wehlen		Maximin-Nonnenberg								0	0	0	1
1178	wlv-h00687	keine	keine		Altlage		Mosel							Wehlen		Sonnenuhr-Feinter								0	0	0	1
1179	wlv-h00688	keine	keine		Altlage		Mosel							Wehlen		Wertspitz								0	0	0	1
1180	wlv-h00689	keine	keine		Altlage		Mosel							Wellen		Kleinberg								0	0	0	1
1181	wlv-h00690	keine	keine		Altlage		Mosel							Wellen		Steinkaul								0	0	0	1
1182	wlv-h00691	keine	keine		Altlage		Mosel							Wiltingen		Auf der Kupp								0	0	0	1
1183	wlv-h00692	keine	keine		Altlage		Mosel							Wiltingen		Bronnfels								0	0	0	1
1184	wlv-h00693	keine	keine		Altlage		Mosel							Wiltingen		Dorr								0	0	0	1
1185	wlv-h00694	keine	keine		Altlage		Mosel							Wiltingen		Galgenberg								0	0	0	1
1186	wlv-h00695	keine	keine		Altlage		Mosel							Wiltingen		Grawels								0	0	0	1
1187	wlv-h00696	keine	keine		Altlage		Mosel							Wiltingen		Kapellenberg								0	0	0	1
1188	wlv-h00697	keine	keine		Altlage		Mosel							Wiltingen		Klosterberg Häuschen								0	0	0	1
1189	wlv-h00698	keine	keine		Altlage		Mosel							Wiltingen		Klostergarten								0	0	0	1
1190	wlv-h00699	keine	keine		Altlage		Mosel							Wiltingen		Klosterlay								0	0	0	1
1191	wlv-h00700	keine	keine		Altlage		Mosel							Wiltingen		Runenfels								0	0	0	1
1192	wlv-h00701	keine	keine		Altlage		Mosel							Wiltingen		Schwarzberg								0	0	0	1
1193	wlv-h00702	keine	keine		Altlage		Mosel							Wiltingen		Wild								0	0	0	1
1194	wlv-h00703	keine	keine		Altlage		Mosel							Wiltingen		Zuckerberg								0	0	0	1
1195	wlv-h00704	keine	keine		Altlage		Mosel							Wincheringen		Kleinberg								0	0	0	1
1196	wlv-h00705	keine	keine		Altlage		Mosel							Wincheringen		Mühlberg								0	0	0	1
1197	wlv-h00706	keine	keine		Altlage		Mosel							Wincheringen		Mühlenberg								0	0	0	1
1198	wlv-h00707	keine	keine		Altlage		Mosel							Winningen		Breitenweg								0	0	0	1
1199	wlv-h00708	keine	keine		Altlage		Mosel							Winningen		Daubesberg								0	0	0	1
1200	wlv-h00709	keine	keine		Altlage		Mosel							Winningen		Eckstein								0	0	0	1
1201	wlv-h00710	keine	keine		Altlage		Mosel							Winningen		Heideberg								0	0	0	1
1202	wlv-h00711	keine	keine		Altlage		Mosel							Winningen		Hölle								0	0	0	1
1203	wlv-h00712	keine	keine		Altlage		Mosel							Winningen		Mäuerchen								0	0	0	1
1204	wlv-h00713	keine	keine		Altlage		Mosel							Winningen		Rosenberg								0	0	0	1
1205	wlv-h00714	keine	keine		Altlage		Mosel							Winningen		Sternberg								0	0	0	1
1206	wlv-h00715	keine	keine		Altlage		Mosel							Wintersdorf		Berg								0	0	0	1
1207	wlv-h00716	keine	keine		Altlage		Mosel							Wintrich		Felsberg								0	0	0	1
1208	wlv-h00717	keine	keine		Altlage		Mosel							Wintrich		Geierskopf								0	0	0	1
1209	wlv-h00718	keine	keine		Altlage		Mosel							Wintrich		Geierslayer Mühl								0	0	0	1
1210	wlv-h00719	keine	keine		Altlage		Mosel							Wintrich		Geierslayer Ohligsberg								0	0	0	1
1211	wlv-h00720	keine	keine		Altlage		Mosel							Wintrich		Geyerskopf								0	0	0	1
1212	wlv-h00721	keine	keine		Altlage		Mosel							Wintrich		Geyerslayer Adolphstein								0	0	0	1
1213	wlv-h00722	keine	keine		Altlage		Mosel							Wintrich		Geyerslayer Neuberg								0	0	0	1
1214	wlv-h00723	keine	keine		Altlage		Mosel							Wintrich		Geyerslayer vor dem Ohligberg								0	0	0	1
1215	wlv-h00724	keine	keine		Altlage		Mosel							Wintrich		Geyerslayer vorm Berg								0	0	0	1
1216	wlv-h00725	keine	keine		Altlage		Mosel							Wintrich		Rosenberg								0	0	0	1
1217	wlv-h00726	keine	keine		Altlage		Mosel							Wintrich		Simonsberg								0	0	0	1
1218	wlv-h00727	keine	keine		Altlage		Mosel							Wintrich		Sonnseite								0	0	0	1
1219	wlv-h00728	keine	keine		Altlage		Mosel							Wittlich		Bildchen								0	0	0	1
1220	wlv-h00729	keine	keine		Altlage		Mosel							Wittlich		Pichter								0	0	0	1
1221	wlv-h00730	keine	keine		Altlage		Mosel							Wittlich		Rasheidchen								0	0	0	1
1222	wlv-h00731	keine	keine		Altlage		Mosel							Wittlich		Wanner								0	0	0	1
1223	wlv-h00732	keine	keine		Altlage		Mosel							Wolf		Herrenberg								0	0	0	1
1224	wlv-h00733	keine	keine		Altlage		Mosel							Wolf		Himmelreich								0	0	0	1
1225	wlv-h00734	keine	keine		Altlage		Mosel							Wolf		Lamferberg								0	0	0	1
1226	wlv-h00735	keine	keine		Altlage		Mosel							Wolf		Rotkäppchen								0	0	0	1
1227	wlv-h00736	keine	keine		Altlage		Mosel							Zell		Burglay								0	0	0	1
1228	wlv-h00737	keine	keine		Altlage		Mosel							Zell		Hinter der alten Kirch								0	0	0	1
1229	wlv-h00738	keine	keine		Altlage		Mosel							Zell		Kapertchen								0	0	0	1
1230	wlv-h00739	keine	keine		Altlage		Mosel							Zell		Kirchberg								0	0	0	1
1231	wlv-h00740	keine	keine		Altlage		Mosel							Zell		Kreuzberg								0	0	0	1
